symbol,sector,formal_symbol,text_present,table_present,timeseries_present,image_present,earliest_safe_date,latest_safe_pre2024_decision,eligible_weekly_cases,pre2024_matured_reward_cases,modality_profile,data_integrity_status,structural_invalid_rows,duplicate_session_rows,non_xnys_rows,correctness_eligible,selected_in_any_tier,tie_break_rank,known_source_integrity_limitation,exclusion_reason
AESR,N/A,false,true,false,true,true,,,0,0,T1-B0-S1-I1,INVALID_HEADER,0,0,0,false,false,,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02;TABLE_MEMBER_MISSING,INCOMPLETE_STRUCTURALLY_VALID_REQUIRED_WINDOWS
AEYE,Technology,false,true,true,true,true,2013-07-26,2023-12-15,545,543,T1-B1-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,512,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
AFB,Financial Services,false,true,false,true,true,2002-04-26,2023-12-15,1132,1130,T1-B0-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,1141,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02;TABLE_MEMBER_MISSING,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
AFG,Financial Services,false,true,true,true,true,2000-03-31,2023-12-15,1240,1238,T1-B1-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,501,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
AFGB,N/A,false,true,true,true,true,2020-06-26,2023-12-15,184,182,T1-B1-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,1584,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
AFGC,N/A,false,true,true,true,true,2020-04-17,2023-12-15,194,192,T1-B1-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,487,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
AFGD,N/A,false,true,true,true,true,2020-08-28,2023-12-15,175,173,T1-B1-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,720,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
AFIF,N/A,false,true,false,true,true,,,0,0,T1-B0-S1-I1,INVALID_HEADER,0,0,0,false,false,,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02;TABLE_MEMBER_MISSING,INCOMPLETE_STRUCTURALLY_VALID_REQUIRED_WINDOWS
AFK,N/A,false,true,false,true,true,,,0,0,T1-B0-S1-I1,INVALID_HEADER,0,0,0,false,false,,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02;TABLE_MEMBER_MISSING,INCOMPLETE_STRUCTURALLY_VALID_REQUIRED_WINDOWS
AFL,Financial Services,false,true,true,true,true,2000-03-31,2023-12-15,1240,1238,T1-B1-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,113,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
AFLG,N/A,false,true,false,true,true,,,0,0,T1-B0-S1-I1,INVALID_HEADER,0,0,0,false,false,,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02;TABLE_MEMBER_MISSING,INCOMPLETE_STRUCTURALLY_VALID_REQUIRED_WINDOWS
AFMC,N/A,false,true,false,true,true,,,0,0,T1-B0-S1-I1,INVALID_HEADER,0,0,0,false,false,,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02;TABLE_MEMBER_MISSING,INCOMPLETE_STRUCTURALLY_VALID_REQUIRED_WINDOWS
AFMD,Healthcare,false,true,true,true,true,2014-12-12,2023-12-15,473,471,T1-B1-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,1591,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
AFSM,N/A,false,true,false,true,true,,,0,0,T1-B0-S1-I1,INVALID_HEADER,0,0,0,false,false,,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02;TABLE_MEMBER_MISSING,INCOMPLETE_STRUCTURALLY_VALID_REQUIRED_WINDOWS
AFTY,N/A,false,true,false,true,true,,,0,0,T1-B0-S1-I1,INVALID_HEADER,0,0,0,false,false,,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02;TABLE_MEMBER_MISSING,INCOMPLETE_STRUCTURALLY_VALID_REQUIRED_WINDOWS
AFYA,Consumer Defensive,false,true,true,true,true,2019-10-18,2023-12-15,220,218,T1-B1-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,989,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
AG,Basic Materials,false,true,true,true,true,2007-03-02,2023-12-15,879,877,T1-B1-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,931,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
AGCO,Industrials,false,true,true,true,true,2000-03-31,2023-12-15,1240,1238,T1-B1-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,2223,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
AGD,N/A,false,true,false,true,true,2006-10-20,2023-12-15,898,896,T1-B0-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,1081,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02;TABLE_MEMBER_MISSING,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
AGEN,Healthcare,false,true,true,true,true,2000-05-05,2023-12-15,1235,1233,T1-B1-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,498,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
AGG,N/A,false,true,false,true,true,,,0,0,T1-B0-S1-I1,INVALID_HEADER,0,0,0,false,false,,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02;TABLE_MEMBER_MISSING,INCOMPLETE_STRUCTURALLY_VALID_REQUIRED_WINDOWS
AGGY,N/A,false,true,false,true,true,,,0,0,T1-B0-S1-I1,INVALID_HEADER,0,0,0,false,false,,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02;TABLE_MEMBER_MISSING,INCOMPLETE_STRUCTURALLY_VALID_REQUIRED_WINDOWS
AGI,Basic Materials,false,true,true,true,true,2003-08-01,2023-12-15,791,789,T1-B1-S1-I1,PASS_REQUIRED_WINDOWS,565,0,0,true,true,5,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02,
AGIO,Healthcare,false,true,true,true,true,2013-10-18,2023-12-15,533,531,T1-B1-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,761,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
AGM,Financial Services,false,true,true,true,true,2000-03-31,2023-12-15,1240,1238,T1-B1-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,1338,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
AGM-A,Financial Services,false,true,true,true,true,2000-03-31,2023-12-15,1240,1238,T1-B1-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,884,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
AGMH,Technology,false,true,true,true,true,2018-07-13,2023-12-15,286,284,T1-B1-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,2217,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
AGNC,Real Estate,false,true,true,true,true,2008-08-15,2023-12-15,803,801,T1-B1-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,1155,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
AGNCM,Real Estate,false,true,true,true,true,2019-05-31,2023-12-15,240,238,T1-B1-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,847,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
AGNCN,Real Estate,false,true,true,true,true,2017-11-10,2023-12-15,321,319,T1-B1-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,2371,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
AGNCO,Real Estate,false,true,true,true,true,2019-12-27,2023-12-15,210,208,T1-B1-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,472,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
AGNCP,Real Estate,false,true,true,true,true,2020-05-01,2023-12-15,192,190,T1-B1-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,1947,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
AGO,Financial Services,false,true,true,true,true,2004-07-23,2023-12-15,1015,1013,T1-B1-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,1672,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
AGQ,N/A,false,true,true,true,true,,,0,0,T1-B1-S1-I1,INVALID_HEADER,0,0,0,false,false,,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02,INCOMPLETE_STRUCTURALLY_VALID_REQUIRED_WINDOWS
AGRO,Consumer Defensive,false,true,true,true,true,2011-04-29,2023-12-15,662,660,T1-B1-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,8,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
AGS,Consumer Cyclical,false,true,true,true,true,2018-04-27,2023-12-15,297,295,T1-B1-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,2127,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
AGX,Industrials,false,true,true,true,true,2000-03-31,2023-12-15,1240,1238,T1-B1-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,2415,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
AGYS,Technology,false,true,true,true,true,2000-03-31,2023-12-15,1240,1238,T1-B1-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,1256,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
AGZ,N/A,false,true,false,true,true,,,0,0,T1-B0-S1-I1,INVALID_HEADER,0,0,0,false,false,,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02;TABLE_MEMBER_MISSING,INCOMPLETE_STRUCTURALLY_VALID_REQUIRED_WINDOWS
AGZD,N/A,false,true,false,true,true,,,0,0,T1-B0-S1-I1,INVALID_HEADER,0,0,0,false,false,,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02;TABLE_MEMBER_MISSING,INCOMPLETE_STRUCTURALLY_VALID_REQUIRED_WINDOWS
AHCO,Healthcare,false,true,true,true,true,2018-08-24,2023-12-15,280,278,T1-B1-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,1593,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
AHH,Real Estate,false,true,true,true,true,2013-08-02,2023-12-15,544,542,T1-B1-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,345,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
AHT,Real Estate,false,true,true,true,true,2003-11-21,2023-12-15,1050,1048,T1-B1-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,635,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
AI,Technology,false,true,true,true,true,2021-03-12,2023-12-15,147,145,T1-B1-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,300,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
AIA,N/A,false,true,false,true,true,,,0,0,T1-B0-S1-I1,INVALID_HEADER,0,0,0,false,false,,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02;TABLE_MEMBER_MISSING,INCOMPLETE_STRUCTURALLY_VALID_REQUIRED_WINDOWS
AIEQ,N/A,false,true,false,true,true,,,0,0,T1-B0-S1-I1,INVALID_HEADER,0,0,0,false,false,,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02;TABLE_MEMBER_MISSING,INCOMPLETE_STRUCTURALLY_VALID_REQUIRED_WINDOWS
AIG,Financial Services,false,true,true,true,true,2000-03-31,2023-12-15,1240,1238,T1-B1-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,2505,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
AIHS,Financial Services,false,true,true,true,true,2018-06-15,2023-12-15,290,288,T1-B1-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,1002,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
AIM,Healthcare,false,true,false,true,true,2000-03-31,2023-12-15,1212,1210,T1-B0-S1-I1,INCOMPLETE_REQUIRED_WINDOWS,2,0,0,false,false,,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02;TABLE_MEMBER_MISSING,INCOMPLETE_STRUCTURALLY_VALID_REQUIRED_WINDOWS
AIN,Consumer Cyclical,false,true,true,true,true,2000-03-31,2023-12-15,1240,1238,T1-B1-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,121,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
AIO,N/A,false,true,false,true,true,2020-01-31,2023-12-15,205,203,T1-B0-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,926,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02;TABLE_MEMBER_MISSING,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
AIQ,N/A,false,true,false,true,true,,,0,0,T1-B0-S1-I1,INVALID_HEADER,0,0,0,false,false,,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02;TABLE_MEMBER_MISSING,INCOMPLETE_STRUCTURALLY_VALID_REQUIRED_WINDOWS
AIR,Industrials,false,true,true,true,true,2000-03-31,2023-12-15,1240,1238,T1-B1-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,2315,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
AIRG,Technology,false,true,true,true,true,2016-11-11,2023-12-15,373,371,T1-B1-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,2496,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
AIRR,N/A,false,true,false,true,true,,,0,0,T1-B0-S1-I1,INVALID_HEADER,0,0,0,false,false,,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02;TABLE_MEMBER_MISSING,INCOMPLETE_STRUCTURALLY_VALID_REQUIRED_WINDOWS
AIRT,Industrials,false,true,true,true,true,2000-03-31,2023-12-15,1240,1238,T1-B1-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,1607,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
AIT,Industrials,false,true,true,true,true,2000-03-31,2023-12-15,1240,1238,T1-B1-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,1899,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
AIV,Real Estate,false,true,true,true,true,2000-03-31,2023-12-15,1240,1238,T1-B1-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,17,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
AIZ,Financial Services,false,true,true,true,true,2004-05-07,2023-12-15,1026,1024,T1-B1-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,1053,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
AJG,Financial Services,false,true,true,true,true,2000-03-31,2023-12-15,1240,1238,T1-B1-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,1103,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
AJXA,N/A,false,true,false,true,true,2017-07-28,2023-12-15,336,334,T1-B0-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,1108,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02;TABLE_MEMBER_MISSING,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
AKAM,Technology,false,true,true,true,true,2000-03-31,2023-12-15,1240,1238,T1-B1-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,1299,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
AKBA,Healthcare,false,true,true,true,true,2014-06-20,2023-12-15,498,496,T1-B1-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,716,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
AKO-A,Consumer Defensive,false,true,true,true,true,2000-03-31,2023-12-15,1240,1238,T1-B1-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,2724,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
AKO-B,Consumer Defensive,false,true,true,true,true,2000-03-31,2023-12-15,1240,1238,T1-B1-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,1263,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
AKR,Real Estate,false,true,true,true,true,2000-03-31,2023-12-15,1240,1238,T1-B1-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,49,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
AKRO,Healthcare,false,true,true,true,true,2019-09-20,2023-12-15,224,222,T1-B1-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,1978,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
AKTS,Technology,false,true,false,true,true,2015-08-21,2023-12-15,437,435,T1-B0-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,2236,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02;TABLE_MEMBER_MISSING,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
AKTX,Healthcare,false,true,true,true,true,2014-04-04,2023-12-15,509,507,T1-B1-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,2705,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
AL,Industrials,false,true,true,true,true,2011-07-15,2023-12-15,651,649,T1-B1-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,1736,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
ALB,Basic Materials,false,true,true,true,true,2000-03-31,2023-12-15,1240,1238,T1-B1-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,170,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
ALC,Healthcare,false,true,true,true,true,2019-07-05,2023-12-15,235,233,T1-B1-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,1275,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
ALCO,Consumer Defensive,false,true,true,true,true,2000-03-31,2023-12-15,1240,1238,T1-B1-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,2170,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
ALDX,Healthcare,false,true,true,true,true,2014-08-01,2023-12-15,492,490,T1-B1-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,169,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
ALE,Utilities,false,true,true,true,true,2000-03-31,2023-12-15,1240,1238,T1-B1-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,1544,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
ALEC,Healthcare,false,true,true,true,true,2019-05-10,2023-12-15,243,241,T1-B1-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,718,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
ALEX,Real Estate,false,true,true,true,true,2012-09-14,2023-12-15,590,588,T1-B1-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,76,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
ALG,Industrials,false,true,true,true,true,2000-03-31,2023-12-15,1240,1238,T1-B1-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,902,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
ALGN,Healthcare,false,true,true,true,true,2001-04-27,2023-12-15,1184,1182,T1-B1-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,2274,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
ALGT,Industrials,false,true,true,true,true,2007-03-09,2023-12-15,878,876,T1-B1-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,139,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
ALK,Industrials,false,true,true,true,true,2000-03-31,2023-12-15,1240,1238,T1-B1-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,2884,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
ALKS,Healthcare,false,true,true,true,true,2000-03-31,2023-12-15,1240,1238,T1-B1-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,2104,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
ALL,Financial Services,false,true,true,true,true,2000-03-31,2023-12-15,1240,1238,T1-B1-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,2018,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
ALLE,Industrials,false,true,true,true,true,2014-02-14,2023-12-15,516,514,T1-B1-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,2729,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
ALLK,Healthcare,false,true,true,true,true,2018-10-12,2023-12-15,273,271,T1-B1-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,612,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
ALLO,Healthcare,false,true,true,true,true,2019-01-11,2023-12-15,260,258,T1-B1-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,1642,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
ALLT,Technology,false,true,true,true,true,2007-02-16,2023-12-15,881,879,T1-B1-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,1061,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
ALNY,Healthcare,false,true,true,true,true,2004-08-27,2023-12-15,1010,1008,T1-B1-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,2325,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
ALOT,Technology,false,true,true,true,true,2000-03-31,2023-12-15,1240,1238,T1-B1-S1-I1,PASS_REQUIRED_WINDOWS,0,0,0,true,false,1909,TEXT_CONTENT_INTEGRITY_NOT_AUDITED_M2_02,NOT_SELECTED_BY_DETERMINISTIC_DIVERSITY_TIE_BREAK
